Car_Name,Brand,Model,Vehicle_Age,KM_Driven,No_Of_Owners,Fuel_Type,Transmission_Type,Mileage,Engine_CC,Max_Power,No_Of_Seats,Price,Location
Honda WR-V,Honda,WR-V,4,17284.0,1,Petrol,Manual,16.5,1199.0,88.5,5,13.710151153416941,jaipur
Hyundai Xcent,Hyundai,Xcent,12,100076.0,3,Diesel,Manual,24.4,1120.0,71.01,5,12.611541086966115,jaipur
Chevrolet Spark,Chevrolet,Spark,15,105180.0,2,Petrol,Manual,18.0,995.0,62.0,5,11.002116507732017,jaipur
Maruti Alto 800,Maruti,Alto 800,8,85648.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.513561021741964,jaipur
Maruti Swift,Maruti,Swift,8,97229.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.140205260167273,jaipur
Maruti Baleno,Maruti,Baleno,10,74850.0,1,Diesel,Manual,27.39,1248.0,74.0,5,13.060490101343552,jaipur
Maruti S-Presso,Maruti,S-Presso,4,18484.0,1,Cng,Manual,28.25,998.0,58.33,4,13.197472705176983,jaipur
Maruti Swift,Maruti,Swift,8,52509.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.206706364071684,jaipur
Hyundai Accent,Hyundai,Accent,20,94970.0,2,Petrol,Manual,13.2,1495.0,94.0,5,11.863589378812122,jaipur
Hyundai i10,Hyundai,i10,10,57000.0,2,Petrol,Manual,20.36,1197.0,78.9,5,12.75130259456002,jaipur
Skoda Rapid,Skoda,Rapid,8,91547.0,1,Diesel,Manual,21.13,1498.0,108.6,5,13.779884416590017,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,15,42601.0,1,Petrol,Manual,17.5,1197.0,85.8,5,12.54254845357358,jaipur
Maruti Ertiga,Maruti,Ertiga,13,152115.125,1,Diesel,Manual,20.77,1248.0,88.76,7,13.017005083966255,jaipur
Kia Seltos,Kia,Seltos,7,31262.0,1,Diesel,Automatic,17.8,1493.0,113.4,5,13.937729075643883,jaipur
Ford Ecosport,Ford,Ecosport,8,72000.0,1,Diesel,Manual,23.0,1498.0,98.96,5,13.560619598657233,jaipur
Nissan Terrano,Nissan,Terrano,12,152115.125,1,Diesel,Manual,20.45,1461.0,83.8,5,12.283038316285214,jaipur
Hyundai i20,Hyundai,i20,9,70000.0,1,Petrol,Manual,18.6,1197.0,81.86,5,13.304686600863562,jaipur
Audi A3,Audi,A3,8,54737.0,1,Petrol,Automatic,19.2,1395.0,150.0,5,14.552674623940995,jaipur
Mahindra XUV500,Mahindra,XUV500,6,97845.0,1,Diesel,Manual,15.1,1949.5,152.87,7,13.827439128829548,jaipur
Maruti Swift,Maruti,Swift,4,18240.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.353476685668044,jaipur
Tata Safari Storme,Tata,Safari Storme,11,90000.0,2,Diesel,Manual,14.1,1949.5,147.94,7,13.28787951079572,jaipur
Jaguar XJ,Jaguar,XJ,12,65262.0,1,Diesel,Automatic,14.47,1949.5,180.02499999999998,5,15.150511887854474,jaipur
Hyundai Verna,Hyundai,Verna,8,86703.0,1,Petrol,Manual,17.0,1591.0,121.3,5,13.681980308196241,jaipur
Skoda Slavia,Skoda,Slavia,4,16000.0,1,Petrol,Manual,19.47,999.0,113.98,5,13.919871474189012,jaipur
Hyundai EON,Hyundai,EON,8,48409.0,1,Petrol,Manual,21.1,814.0,55.2,5,12.54254845357358,jaipur
Maruti Swift,Maruti,Swift,14,102912.0,1,Petrol,Manual,22.38,1197.0,88.5,5,12.804911893867851,jaipur
Renault KWID,Renault,KWID,7,37025.0,1,Petrol,Manual,22.25,799.0,53.26,5,12.77138929548529,jaipur
Nissan Micra Active,Nissan,Micra Active,11,152115.125,1,Petrol,Manual,19.49,1198.0,67.04,5,12.278397958261774,jaipur
Volkswagen Vento,Volkswagen,Vento,14,68243.0,2,Diesel,Manual,20.54,1598.0,103.6,5,12.611541086966115,jaipur
Hyundai i10,Hyundai,i10,14,110728.0,1,Petrol,Manual,20.36,1197.0,78.9,5,12.35017731849889,jaipur
Hyundai Verna,Hyundai,Verna,6,69492.0,1,Diesel,Manual,25.0,1493.0,113.45,5,13.960477193265989,jaipur
Maruti Swift,Maruti,Swift,13,72480.0,1,Diesel,Manual,22.9,1248.0,74.0,5,12.899222326086994,jaipur
Hyundai i20,Hyundai,i20,10,120094.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.122365377402328,jaipur
Maruti Swift,Maruti,Swift,13,118149.0,3,Diesel,Manual,22.9,1248.0,74.0,5,12.765691290604371,jaipur
Honda Brio,Honda,Brio,11,68000.0,3,Petrol,Automatic,16.5,1198.0,86.8,5,12.861001210669146,jaipur
Maruti Omni,Maruti,Omni,12,45663.0,3,Petrol,Manual,16.8,796.0,34.2,8,11.454808945234552,jaipur
Maruti Alto 800,Maruti,Alto 800,14,62626.0,1,Petrol,Manual,22.74,796.0,47.3,5,11.47518206005957,jaipur
Maruti Eeco,Maruti,Eeco,4,32317.0,1,Cng,Manual,20.88,1196.0,61.68,5,13.25339339419516,jaipur
Hyundai i20,Hyundai,i20,16,65733.0,2,Petrol,Manual,18.5,1197.0,180.02499999999998,5,11.669937760751914,jaipur
Tata Altroz,Tata,Altroz,6,21388.0,1,Petrol,Manual,19.33,1199.0,86.83,5,13.19375523568666,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,7,71448.0,3,Diesel,Automatic,28.25,1248.0,74.02,5,13.426904041847699,jaipur
Honda Amaze,Honda,Amaze,8,63385.0,1,Petrol,Manual,19.5,1199.0,88.76,5,13.201176406255746,jaipur
Hyundai i20,Hyundai,i20,7,60048.0,1,Petrol,Manual,18.6,1197.0,81.86,5,13.267330877756825,jaipur
Hyundai EON,Hyundai,EON,11,45926.0,1,Petrol,Manual,21.1,814.0,55.2,5,12.206077645517674,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,5,19876.0,1,Petrol,Manual,17.03,1462.0,103.26,5,13.527829818844937,jaipur
Hyundai i20,Hyundai,i20,9,69000.0,1,Diesel,Manual,22.54,1396.0,88.76,5,13.42246945133505,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,5,65000.0,1,Petrol,Manual,17.03,1462.0,103.26,5,13.704578997256993,jaipur
Hyundai Grand i10,Hyundai,Grand i10,11,37386.0,1,Petrol,Manual,18.9,1197.0,82.0,5,12.948012371209098,jaipur
Maruti Baleno,Maruti,Baleno,6,104590.0,1,Petrol,Manual,21.01,1197.0,81.8,5,13.217675375388819,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,5,57794.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.493928313146206,jaipur
Ford Ecosport,Ford,Ecosport,11,105072.0,1,Diesel,Manual,22.7,1498.0,89.84,5,12.948012371209098,jaipur
Honda Civic,Honda,Civic,19,152115.125,3,Petrol,Manual,13.5,1799.0,130.0,5,11.918397239722838,jaipur
Hyundai Verna,Hyundai,Verna,10,52000.0,1,Diesel,Manual,23.9,1582.0,126.2,5,13.573440270649085,jaipur
Tata Altroz,Tata,Altroz,6,26124.0,1,Petrol,Manual,19.33,1199.0,86.83,5,13.038981768465277,jaipur
Maruti Ciaz,Maruti,Ciaz,8,35925.0,1,Petrol,Manual,20.73,1373.0,91.1,5,13.527829818844937,jaipur
Mahindra Renault Logan,Mahindra,Renault Logan,18,64816.0,2,Petrol,Manual,13.0,1598.0,84.5,5,11.19822841866684,jaipur
Mahindra Bolero,Mahindra,Bolero,18,92701.0,4,Diesel,Manual,13.6,1949.5,180.02499999999998,7,11.58989576532275,jaipur
Maruti Celerio,Maruti,Celerio,7,38439.0,1,Petrol,Manual,25.24,998.0,65.71,5,12.945628585536271,jaipur
Ford Ecosport,Ford,Ecosport,9,45531.0,1,Petrol,Manual,15.85,1499.0,110.4,5,13.215855541983634,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,5,33000.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.47302165746721,jaipur
Maruti Swift,Maruti,Swift,11,71098.0,2,Petrol,Manual,22.38,1197.0,88.5,5,12.962196972666593,jaipur
Mahindra XUV500,Mahindra,XUV500,12,99432.0,1,Diesel,Manual,15.1,1949.5,140.0,7,13.358227280903897,jaipur
Renault KWID,Renault,KWID,6,24068.0,2,Petrol,Automatic,22.0,999.0,67.0,5,12.994532278619134,jaipur
Ford Figo,Ford,Figo,13,85445.0,3,Diesel,Manual,20.0,1399.0,68.05,5,12.429220196836383,jaipur
Volkswagen Jetta,Volkswagen,Jetta,18,112097.0,4,Diesel,Automatic,15.5,1896.0,105.0,5,13.075271769870477,jaipur
Hyundai Grand i10,Hyundai,Grand i10,9,80008.0,1,Diesel,Manual,24.0,1120.0,70.0,5,13.060490101343552,jaipur
Volkswagen Vento,Volkswagen,Vento,13,96496.0,2,Diesel,Manual,20.54,1598.0,103.6,5,12.899222326086994,jaipur
Nissan Terrano,Nissan,Terrano,12,75744.0,1,Diesel,Manual,19.01,1461.0,108.5,5,13.217675375388819,jaipur
Maruti Ignis,Maruti,Ignis,9,70000.0,1,Diesel,Automatic,26.8,1248.0,74.0,5,13.208542908506082,jaipur
Hyundai i20 Active,Hyundai,i20 Active,11,85000.0,1,Diesel,Manual,21.19,1396.0,88.76,5,13.244582780038517,jaipur
Maruti Alto 800,Maruti,Alto 800,4,15092.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.92391243868049,jaipur
Honda Amaze,Honda,Amaze,12,117131.0,3,Petrol,Manual,18.0,1198.0,86.7,5,12.847929163278053,jaipur
Maruti Wagon R Stingray,Maruti,Wagon R Stingray,10,32802.0,2,Petrol,Automatic,20.51,998.0,67.04,5,12.899222326086994,jaipur
Maruti Baleno,Maruti,Baleno,10,39201.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.384729180332174,jaipur
Kia Seltos,Kia,Seltos,7,101884.0,1,Diesel,Automatic,17.8,1493.0,113.4,5,14.04662307257814,jaipur
Maruti Swift,Maruti,Swift,12,152115.125,2,Diesel,Manual,25.2,1248.0,74.0,5,13.017005083966255,jaipur
Hyundai EON,Hyundai,EON,12,74729.0,1,Petrol,Manual,21.1,814.0,55.2,5,12.25486757159303,jaipur
Tata Nexon,Tata,Nexon,4,9009.0,1,Petrol,Manual,17.33,1199.0,118.35,5,13.805461232211272,jaipur
Maruti SX4 S Cross,Maruti,SX4 S Cross,6,10785.0,1,Petrol,Manual,18.55,1462.0,103.25,5,13.872836568870161,jaipur
Hyundai Grand i10,Hyundai,Grand i10,9,85374.0,1,Petrol,Manual,18.9,1197.0,81.86,5,12.962196972666593,jaipur
Hyundai i10,Hyundai,i10,15,36495.0,1,Petrol,Manual,20.36,1197.0,78.9,5,12.07254696717504,jaipur
Volkswagen Polo,Volkswagen,Polo,14,57095.0,2,Diesel,Manual,22.07,1199.0,73.9,5,12.301387370778713,jaipur
Hyundai i20,Hyundai,i20,4,20199.0,1,Diesel,Manual,25.0,1493.0,98.63,5,13.815511557963774,jaipur
Renault KWID,Renault,KWID,4,1782.0,1,Petrol,Manual,21.46,999.0,67.06,5,13.180634172318978,jaipur
Hyundai Creta,Hyundai,Creta,9,152115.125,1,Petrol,Manual,15.29,1591.0,121.3,5,13.45883704259595,jaipur
Renault KWID,Renault,KWID,7,20685.0,1,Petrol,Manual,25.17,799.0,53.3,5,12.608202196848836,jaipur
Hyundai EON,Hyundai,EON,11,51284.0,1,Petrol,Manual,21.1,814.0,55.2,5,12.429220196836383,jaipur
Maruti Ertiga,Maruti,Ertiga,6,83000.0,1,Petrol,Manual,19.34,1462.0,103.0,7,13.704578997256993,jaipur
Maruti Alto 800,Maruti,Alto 800,7,36661.0,1,Petrol,Manual,24.7,796.0,47.3,5,12.682309930111785,jaipur
Mahindra Thar,Mahindra,Thar,4,44143.0,1,Petrol,Manual,15.2,1949.5,150.0,4,14.151983508870947,jaipur
Honda City,Honda,City,20,108168.0,4,Petrol,Manual,17.7,1497.0,78.0,5,11.918397239722838,jaipur
Maruti Alto K10,Maruti,Alto K10,8,69475.0,1,Petrol,Automatic,23.95,998.0,67.1,5,12.644330802262578,jaipur
Mahindra XUV500,Mahindra,XUV500,13,96294.0,2,Diesel,Manual,15.1,1949.5,140.0,7,13.122365377402328,jaipur
Hyundai Creta,Hyundai,Creta,9,48000.0,1,Petrol,Manual,15.8,1591.0,121.3,5,13.623139877437296,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,8,34970.0,1,Diesel,Manual,24.3,1248.0,88.5,5,13.60479076121576,jaipur
Hyundai Aura,Hyundai,Aura,6,49931.0,1,Petrol,Manual,20.5,1197.0,81.86,5,13.38318953651709,jaipur
Maruti Baleno,Maruti,Baleno,8,49500.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.415034483903348,jaipur
Kia Seltos,Kia,Seltos,7,44376.0,1,Diesel,Automatic,18.0,1493.0,113.43,5,14.23750562376114,jaipur
Maruti Swift,Maruti,Swift,8,49225.0,1,Diesel,Manual,28.25,1248.0,74.0,5,13.39239204133378,jaipur
Tata Tiago,Tata,Tiago,6,68843.0,1,Petrol,Manual,19.01,1199.0,84.82,5,13.108266481420335,jaipur
Maruti Wagon R,Maruti,Wagon R,17,60318.0,1,Petrol,Manual,21.79,998.0,67.05,5,12.691583538230217,jaipur
Maruti Swift,Maruti,Swift,8,101014.0,1,Diesel,Automatic,28.25,1248.0,74.0,5,13.217675375388819,jaipur
Renault KWID,Renault,KWID,6,44319.0,2,Petrol,Automatic,22.0,999.0,67.0,5,12.837347081942964,jaipur
Volkswagen Polo,Volkswagen,Polo,9,49422.0,1,Petrol,Manual,16.2,1199.0,74.0,5,12.727841176689147,jaipur
Tata Nexon,Tata,Nexon,5,44934.0,1,Petrol,Automatic,16.35,1199.0,118.36,5,13.85952744338105,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,15,152115.125,1,Diesel,Manual,19.3,1248.0,73.9,5,11.678448377988165,jaipur
Maruti Ciaz,Maruti,Ciaz,9,152115.125,1,Diesel,Manual,28.09,1248.0,88.5,5,12.985399815906522,jaipur
Hyundai Venue,Hyundai,Venue,6,36107.0,1,Petrol,Automatic,18.15,998.0,118.35,5,13.66585094484938,jaipur
Honda WR-V,Honda,WR-V,7,50854.0,1,Petrol,Manual,17.5,1199.0,88.7,5,13.28787951079572,jaipur
Hyundai Grand i10 Nios,Hyundai,Grand i10 Nios,6,7985.0,1,Petrol,Manual,20.7,1197.0,81.86,5,13.223115088821102,jaipur
Mahindra TUV 300,Mahindra,TUV 300,9,47913.0,1,Diesel,Manual,18.49,1493.0,100.0,7,12.969214528909768,jaipur
Maruti Baleno,Maruti,Baleno,9,138907.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.122365377402328,jaipur
Maruti Ritz,Maruti,Ritz,16,152115.125,1,Diesel,Manual,21.1,1248.0,73.9,5,11.58989576532275,jaipur
Mahindra XUV500,Mahindra,XUV500,11,124143.0,1,Diesel,Manual,15.1,1949.5,140.0,7,13.085701467719382,jaipur
Honda Amaze,Honda,Amaze,9,65396.0,2,Petrol,Manual,19.5,1199.0,88.76,5,12.952762962683588,jaipur
Hyundai i10,Hyundai,i10,15,45746.0,1,Petrol,Manual,20.36,1197.0,78.9,5,12.235636302128867,jaipur
Maruti Ciaz,Maruti,Ciaz,9,90560.0,1,Petrol,Manual,20.73,1373.0,91.1,5,13.353476685668044,jaipur
Honda CR-V,Honda,CR-V,11,48350.0,1,Petrol,Automatic,12.0,1949.5,180.02499999999998,5,14.144815024531075,jaipur
Honda Amaze,Honda,Amaze,9,66000.0,1,Diesel,Manual,25.8,1498.0,98.6,5,13.171155446333852,jaipur
Maruti Alto 800,Maruti,Alto 800,4,1989.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.804911893867851,jaipur
Hyundai EON,Hyundai,EON,12,110818.0,1,Petrol,Manual,21.1,814.0,55.2,5,12.206077645517674,jaipur
Hyundai Creta,Hyundai,Creta,9,89000.0,2,Diesel,Automatic,17.6,1582.0,126.2,5,13.790193775620484,jaipur
Mahindra KUV 100 NXT,Mahindra,KUV 100 NXT,8,67225.0,1,Petrol,Manual,18.15,1198.0,82.0,6,12.429220196836383,jaipur
Tata Harrier,Tata,Harrier,6,96937.0,1,Diesel,Manual,17.0,1949.5,138.1,5,14.077875591662238,jaipur
Maruti Swift,Maruti,Swift,16,152115.125,1,Diesel,Manual,17.8,1248.0,75.0,5,12.206077645517674,jaipur
Honda Mobilio,Honda,Mobilio,11,85017.0,1,Petrol,Manual,17.3,1497.0,117.3,7,13.017005083966255,jaipur
Hyundai i10,Hyundai,i10,17,86719.0,1,Petrol,Manual,19.81,1086.0,68.05,5,11.918397239722838,jaipur
Tata Manza,Tata,Manza,14,106311.0,2,Diesel,Manual,19.0,1248.0,90.0,5,12.404927602627597,jaipur
Honda Brio,Honda,Brio,8,66328.0,1,Petrol,Manual,18.5,1198.0,86.8,5,12.765691290604371,jaipur
Honda City,Honda,City,27,132528.0,1,Petrol,Manual,13.0,1343.0,90.0,5,11.51293546492023,jaipur
Jaguar XF,Jaguar,XF,7,62285.0,1,Diesel,Automatic,19.33,1949.5,177.0,5,14.946912992035967,jaipur
Hyundai i20,Hyundai,i20,15,152115.125,1,Diesel,Manual,21.9,1396.0,180.02499999999998,5,12.095146671399466,jaipur
Mahindra Bolero Power Plus,Mahindra,Bolero Power Plus,7,27019.0,1,Diesel,Manual,16.5,1493.0,70.0,7,13.710151153416941,jaipur
Hyundai i10,Hyundai,i10,15,46848.0,1,Petrol,Manual,20.36,1197.0,78.9,5,12.154784614286667,jaipur
Renault Kiger,Renault,Kiger,5,16424.0,1,Petrol,Manual,20.5,999.0,98.63,5,13.212205909556012,jaipur
Maruti Ciaz,Maruti,Ciaz,11,89525.0,2,Petrol,Manual,20.73,1373.0,91.1,5,13.142166004700508,jaipur
Hyundai Creta,Hyundai,Creta,6,39657.0,1,Diesel,Automatic,18.5,1493.0,113.42,5,14.316286451937186,jaipur
Skoda Kushaq,Skoda,Kushaq,5,44516.0,1,Petrol,Manual,19.2,999.0,113.98,5,13.815511557963774,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,10,129267.0,1,Diesel,Manual,26.59,1248.0,74.0,5,13.270785106659046,jaipur
Hyundai EON,Hyundai,EON,9,77497.0,1,Petrol,Manual,21.1,814.0,55.2,5,12.429220196836383,jaipur
Maruti Swift,Maruti,Swift,11,74953.0,4,Diesel,Manual,25.2,1248.0,74.0,5,12.644330802262578,jaipur
Maruti Ciaz,Maruti,Ciaz,10,152115.125,2,Diesel,Manual,28.09,1248.0,88.5,5,12.899222326086994,jaipur
Maruti Alto,Maruti,Alto,18,75415.0,2,Petrol,Manual,19.7,796.0,46.3,5,11.458722678955912,jaipur
Maruti Ertiga,Maruti,Ertiga,4,32516.0,1,Petrol,Manual,20.51,1462.0,101.65,7,13.308014385419147,jaipur
Kia Sonet,Kia,Sonet,4,49972.0,1,Petrol,Manual,18.4,1197.0,81.86,5,13.710151153416941,jaipur
Maruti Alto,Maruti,Alto,20,152115.125,1,Petrol,Manual,19.7,796.0,46.3,5,10.896757843893464,jaipur
Maruti Alto,Maruti,Alto,15,72434.0,3,Petrol,Manual,19.7,796.0,46.3,5,11.608244735642321,jaipur
Ford Aspire,Ford,Aspire,11,34185.0,3,Petrol,Manual,18.16,1196.0,86.8,5,12.611541086966115,jaipur
Nissan Magnite,Nissan,Magnite,5,29336.0,2,Petrol,Manual,18.75,999.0,71.02,5,12.940843898859598,jaipur
Hyundai Grand i10,Hyundai,Grand i10,11,71501.0,1,Petrol,Manual,18.9,1197.0,82.0,5,12.691583538230217,jaipur
Kia Seltos,Kia,Seltos,7,68279.0,1,Petrol,Manual,16.5,1353.0,138.08,5,13.997832948091215,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,14,99761.0,2,Diesel,Manual,23.4,1248.0,74.0,5,12.259618151783465,jaipur
Kia Seltos,Kia,Seltos,5,46865.0,1,Petrol,Automatic,16.5,1353.0,138.08,5,14.187074804051692,jaipur
Hyundai Grand i10,Hyundai,Grand i10,12,152115.125,1,Diesel,Manual,24.0,1120.0,70.0,5,12.506180941677357,jaipur
Hyundai i20,Hyundai,i20,12,94905.0,1,Diesel,Manual,21.9,1396.0,88.76,5,12.611541086966115,jaipur
Honda City,Honda,City,12,80607.0,2,Diesel,Manual,26.0,1498.0,98.6,5,12.999067423500716,jaipur
Maruti Swift,Maruti,Swift,6,33055.0,2,Petrol,Automatic,21.21,1197.0,81.8,5,13.138238695062618,jaipur
Mahindra XUV500,Mahindra,XUV500,14,91873.0,2,Diesel,Manual,15.1,1949.5,140.0,7,12.899222326086994,jaipur
Chevrolet Optra,Chevrolet,Optra,19,72117.0,1,Petrol,Manual,12.9,1598.0,102.5,5,11.034905792929415,jaipur
Mahindra XUV500,Mahindra,XUV500,14,152115.125,1,Diesel,Manual,15.1,1949.5,140.0,7,12.936036208848487,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,8,68280.0,1,Diesel,Manual,24.3,1248.0,88.5,5,13.534474352733596,jaipur
Maruti Alto K10,Maruti,Alto K10,8,47008.0,1,Petrol,Manual,23.95,998.0,67.05,5,12.73670383776449,jaipur
Hyundai Verna,Hyundai,Verna,8,104782.0,1,Diesel,Manual,22.0,1582.0,126.2,5,13.710151153416941,jaipur
Maruti Ertiga,Maruti,Ertiga,9,107598.0,2,Petrol,Automatic,17.03,1373.0,91.1,7,12.850557278777309,jaipur
Hyundai Creta,Hyundai,Creta,7,90150.0,1,Diesel,Manual,22.1,1396.0,88.7,5,13.76421831620775,jaipur
Maruti Ciaz,Maruti,Ciaz,10,77074.0,2,Diesel,Manual,28.09,1248.0,88.5,5,13.122365377402328,jaipur
Honda Amaze,Honda,Amaze,5,32293.0,1,Petrol,Automatic,18.3,1199.0,88.5,5,13.502170106720037,jaipur
Jeep Compass,Jeep,Compass,8,69510.0,1,Petrol,Automatic,16.0,1368.0,160.77,5,13.997832948091215,jaipur
Jeep Compass,Jeep,Compass,8,131511.0,1,Diesel,Manual,17.1,1949.5,170.0,5,13.815511557963774,jaipur
Maruti Swift,Maruti,Swift,14,145716.0,2,Diesel,Manual,22.9,1248.0,74.0,5,12.611541086966115,jaipur
Maruti Ciaz,Maruti,Ciaz,9,38943.0,1,Petrol,Manual,20.73,1373.0,91.1,5,13.316285717486736,jaipur
Maruti Zen,Maruti,Zen,21,96598.0,2,Petrol,Manual,17.3,993.0,60.0,5,11.141876276228,jaipur
BMW 5 Series,BMW,5 Series,14,107000.0,1,Diesel,Automatic,16.73,1949.5,180.02499999999998,5,14.058457520888082,jaipur
Land Rover Range Rover Evoque,Land,Rover Range Rover Evoque,10,79331.0,2,Diesel,Automatic,12.7,1949.5,180.02499999999998,5,15.11706396273788,jaipur
Toyota Innova,Toyota,Innova,12,137029.0,1,Diesel,Manual,12.99,1949.5,100.57,7,14.115615891155079,jaipur
Jeep Compass,Jeep,Compass,8,34576.0,1,Petrol,Automatic,16.0,1368.0,160.0,5,14.214287349062356,jaipur
Mahindra TUV 300,Mahindra,TUV 300,10,40220.0,1,Diesel,Manual,18.49,1493.0,100.0,7,13.527829818844937,jaipur
Maruti Baleno,Maruti,Baleno,8,83083.0,1,Diesel,Manual,27.39,1248.0,74.0,5,13.42246945133505,jaipur
Toyota Fortuner,Toyota,Fortuner,16,139208.0,1,Diesel,Manual,11.5,1949.5,171.0,7,13.864301674514206,jaipur
Maruti Alto K10,Maruti,Alto K10,3,40000.0,1,Petrol,Manual,24.39,998.0,65.71,5,12.52815976788113,jaipur
Maruti Wagon R,Maruti,Wagon R,10,50000.0,1,Petrol,Manual,20.51,998.0,67.04,5,12.111767460549332,jaipur
Maruti Esteem,Maruti,Esteem,21,60000.0,1,Petrol,Manual,15.9,1298.0,85.0,5,10.819798284210286,jaipur
Renault Triber,Renault,Triber,3,50000.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.304686600863562,jaipur
Hyundai EON,Hyundai,EON,15,100000.0,1,Petrol,Manual,21.1,814.0,55.2,5,11.775297421715827,jaipur
Hyundai EON,Hyundai,EON,14,120000.0,1,Petrol,Manual,21.1,814.0,55.2,5,11.775297421715827,jaipur
Ford Figo,Ford,Figo,15,70000.0,2,Petrol,Manual,15.6,1196.0,70.0,5,11.608244735642321,jaipur
Maruti Zen Estilo,Maruti,Zen Estilo,18,50000.0,2,Petrol,Manual,18.2,998.0,67.1,5,10.915106645867503,jaipur
Hyundai EON,Hyundai,EON,15,120000.0,1,Petrol,Manual,21.1,814.0,55.2,5,11.775297421715827,jaipur
Nissan Magnite,Nissan,Magnite,4,20000.0,1,Petrol,Manual,18.75,999.0,71.02,5,13.384729180332174,jaipur
Renault KWID,Renault,KWID,10,40000.0,1,Petrol,Manual,25.17,799.0,53.3,5,12.429220196836383,jaipur
Maruti A-Star,Maruti,A-Star,16,100000.0,1,Petrol,Manual,19.0,998.0,66.1,5,11.608244735642321,jaipur
Nissan Magnite,Nissan,Magnite,5,10000.0,1,Petrol,Manual,20.0,999.0,98.63,5,13.500801182986649,jaipur
Maruti Alto,Maruti,Alto,14,60000.0,1,Cng,Manual,26.83,796.0,38.4,5,11.775297421715827,jaipur
Maruti Alto 800,Maruti,Alto 800,5,20000.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.706850963741102,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,6,30000.0,1,Petrol,Manual,21.21,1197.0,81.8,5,13.304686600863562,jaipur
Renault Triber,Renault,Triber,6,70000.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.304686600863562,jaipur
Renault Triber,Renault,Triber,6,70000.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.304686600863562,jaipur
Maruti Wagon R,Maruti,Wagon R,17,50000.0,2,Petrol,Manual,17.3,1061.0,64.0,5,11.51293546492023,jaipur
Maruti Swift,Maruti,Swift,13,70000.0,1,Petrol,Manual,18.6,1197.0,85.8,5,12.721888795877375,jaipur
Mahindra Bolero Neo,Mahindra,Bolero Neo,3,30000.0,1,Diesel,Manual,17.29,1493.0,100.0,7,13.910821646859095,jaipur
Ford Ecosport,Ford,Ecosport,12,50000.0,3,Petrol,Automatic,16.5,1499.0,110.0,5,12.899222326086994,jaipur
Hyundai i20,Hyundai,i20,15,30000.0,1,Petrol,Manual,17.0,1197.0,180.02499999999998,5,12.611541086966115,jaipur
Hyundai Santro Xing,Hyundai,Santro Xing,15,20000.0,1,Petrol,Manual,17.92,1086.0,62.1,5,12.100717685412471,jaipur
Mahindra XUV300,Mahindra,XUV300,4,20000.0,1,Diesel,Manual,20.0,1497.0,115.0,5,13.910821646859095,jaipur
MG Hector,MG,Hector,7,50000.0,1,Petrol,Manual,15.81,1451.0,141.0,5,13.710151153416941,jaipur
Hyundai i20,Hyundai,i20,14,90000.0,1,Petrol,Manual,17.0,1197.0,180.02499999999998,5,12.345834587905333,jaipur
Ford Figo,Ford,Figo,15,60000.0,3,Diesel,Manual,20.0,1399.0,68.0,5,11.918397239722838,jaipur
Maruti Celerio,Maruti,Celerio,8,100000.0,1,Petrol,Automatic,23.1,998.0,67.04,5,12.899222326086994,jaipur
Citroen C3,Citroen,C3,4,10000.0,1,Petrol,Manual,19.3,1199.0,108.62,5,13.45883704259595,jaipur
Ford Ecosport,Ford,Ecosport,9,60000.0,1,Diesel,Manual,23.0,1498.0,98.96,5,13.304686600863562,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,5,40000.0,1,Petrol,Manual,17.03,1462.0,103.26,5,13.521140839642674,jaipur
Ford Figo,Ford,Figo,13,120000.0,2,Diesel,Manual,20.0,1399.0,68.05,5,11.918397239722838,jaipur
Ford Figo,Ford,Figo,13,120000.0,2,Diesel,Manual,20.0,1399.0,68.05,5,11.918397239722838,jaipur
